"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"11,12","Writing","W","W.11-12.6","Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.","http://corestandards.org/ELA-Literacy/W/11-12/6/","Writing","W"
"11,12","Writing","W","W.11-12.7","Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.","http://corestandards.org/ELA-Literacy/W/11-12/7/","Writing","W"
"11,12","Writing","W","W.11-12.8","Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.","http://corestandards.org/ELA-Literacy/W/11-12/8/","Writing","W"
"11,12","Writing","W","W.11-12.9","Draw evidence from literary or informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/W/11-12/9/","Writing","W"
"11,12","Writing","W","W.11-12.9a","Apply <i>grades 11-12 Reading standards</i> to literature (e.g., ""Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"").","http://corestandards.org/ELA-Literacy/W/11-12/9/a/","Writing","W"
"11,12","Writing","W","W.11-12.9b","Apply <i>grades 11-12 Reading standards</i> to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., <em>The Federalist</em>, presidential addresses]"").","http://corestandards.org/ELA-Literacy/W/11-12/9/b/","Writing","W"
"11,12","Writing","W","W.11-12.10","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/W/11-12/10/","Writing","W"
"6,7,8","Writing","W","WHST.6-8.1","Write arguments focused on <em>discipline-specific content</em>.","http://corestandards.org/ELA-Literacy/WHST/6-8/1/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.1a","Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.","http://corestandards.org/ELA-Literacy/WHST/6-8/1/a/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.1b","Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.","http://corestandards.org/ELA-Literacy/WHST/6-8/1/b/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.1c","Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.","http://corestandards.org/ELA-Literacy/WHST/6-8/1/c/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.1d","Establish and maintain a formal style.","http://corestandards.org/ELA-Literacy/WHST/6-8/1/d/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.1e","Provide a concluding statement or section that follows from and supports the argument presented.","http://corestandards.org/ELA-Literacy/WHST/6-8/1/e/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2","Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2a","Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/a/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2b","Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/b/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2c","Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/c/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2d","Use precise language and domain-specific vocabulary to inform about or explain the topic.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/d/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2e","Establish and maintain a formal style and objective tone.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/e/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.2f","Provide a concluding statement or section that follows from and supports the information or explanation presented.","http://corestandards.org/ELA-Literacy/WHST/6-8/2/f/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.4","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.","http://corestandards.org/ELA-Literacy/WHST/6-8/4/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.5","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.","http://corestandards.org/ELA-Literacy/WHST/6-8/5/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.6","Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.","http://corestandards.org/ELA-Literacy/WHST/6-8/6/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.7","Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.","http://corestandards.org/ELA-Literacy/WHST/6-8/7/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.8","Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.","http://corestandards.org/ELA-Literacy/WHST/6-8/8/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.9","Draw evidence from informational texts to support analysis, reflection, and research.","http://corestandards.org/ELA-Literacy/WHST/6-8/9/","Writing in History, Science & Technical Subjects","WHST"
"6,7,8","Writing","W","WHST.6-8.10","Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","http://corestandards.org/ELA-Literacy/WHST/6-8/10/","Writing in History, Science & Technical Subjects","WHST"
"9,10","Writing","W","WHST.9-10.1","Write arguments focused on <em>discipline-specific content</em>.","http://corestandards.org/ELA-Literacy/WHST/9-10/1/","Writing in History, Science & Technical Subjects","WHST"
"9,10","Writing","W","WHST.9-10.1a","Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence.","http://corestandards.org/ELA-Literacy/WHST/9-10/1/a/","Writing in History, Science & Technical Subjects","WHST"
"9,10","Writing","W","WHST.9-10.1b","Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience's knowledge level and concerns.","http://corestandards.org/ELA-Literacy/WHST/9-10/1/b/","Writing in History, Science & Technical Subjects","WHST"
